time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-08-01T01:22:16.999Z,-19.7723,133.9,10,5.1,mww,,60,0.435,0.67,us,us60004yd0,2019-10-19T21:42:02.040Z,"33 km WSW of Tennant Creek, Australia",earthquake,5.3,1.8,0.078,16,reviewed,us,us
2019-07-25T19:06:15.505Z,-18.2225,120.3765,10,4,mb_lg,,96,2.983,0.94,us,us60004vi4,2019-10-11T20:12:30.040Z,"196 km W of Cable Beach, Australia",earthquake,7.2,1.8,0.18,8,reviewed,us,us
2019-07-24T13:17:19.240Z,-10.6813,114.9655,10,5.2,mww,,59,2.339,0.86,us,us60004urc,2019-10-11T20:12:25.040Z,"210 km S of Nusa Dua, Indonesia",earthquake,8.2,1.9,0.075,17,reviewed,us,us
2019-07-20T00:18:02.751Z,-18.0599,120.2139,10,4.6,mb,,86,3.511,1.2,us,us70004pg7,2019-10-04T16:37:24.040Z,"211 km W of Cable Beach, Australia",earthquake,8.7,2,0.244,5,reviewed,us,us
2019-07-19T09:21:27.935Z,-18.0965,120.2808,10,4.6,mb,,97,3.09,0.84,us,us70004nrm,2019-10-04T16:37:19.040Z,"205 km W of Cable Beach, Australia",earthquake,7,2,0.224,6,reviewed,us,us
2019-07-17T10:20:10.407Z,-18.4535,120.2826,10,4.6,mb,,84,2.741,1.05,us,us70004m50,2019-10-04T16:37:08.040Z,"211 km WSW of Cable Beach, Australia",earthquake,8.2,1.9,0.206,7,reviewed,us,us
2019-07-14T23:01:36.511Z,-18.2782,120.2792,10,5,mww,,28,2.912,0.74,us,us70004k8e,2019-09-28T20:01:24.040Z,"207 km W of Cable Beach, Australia",earthquake,5.7,1.7,0.086,13,reviewed,us,us
2019-07-14T21:33:50.889Z,-18.0833,120.3321,10,4.7,mb,,98,3.111,0.82,us,us70004k76,2019-09-28T20:01:23.040Z,"199 km W of Cable Beach, Australia",earthquake,8.8,1.9,0.194,8,reviewed,us,us
2019-07-14T15:58:32.648Z,-18.1689,120.3277,10,4.5,mb,,85,3.027,0.95,us,us70004k49,2019-09-28T20:01:23.040Z,"200 km W of Cable Beach, Australia",earthquake,6.8,1.9,0.221,7,reviewed,us,us
2019-07-14T10:58:00.228Z,-18.407,120.4184,10,4.6,mb,,91,2.813,0.91,us,us70004k0j,2019-09-28T20:01:21.040Z,"196 km WSW of Cable Beach, Australia",earthquake,9.6,1.9,0.146,14,reviewed,us,us
2019-07-14T07:26:36.127Z,-18.0076,120.4803,10,4.9,mb,,42,3.213,0.79,us,us70004jy7,2019-09-28T20:01:20.040Z,"183 km W of Cable Beach, Australia",earthquake,7.9,1.8,0.1,31,reviewed,us,us
2019-07-14T06:03:08.690Z,-18.7883,120.2867,10,4.2,mb,,90,6.84,0.61,us,us60004ump,2019-09-28T20:00:40.040Z,"223 km WSW of Cable Beach, Australia",earthquake,8.1,1.9,0.199,7,reviewed,us,us
2019-07-14T05:39:23.420Z,-18.2242,120.3584,10,6.6,mww,,32,2.978,0.7,us,us70004jxe,2020-07-10T17:44:37.654Z,"198 km W of Cable Beach, Australia",earthquake,6.5,1.5,0.029,116,reviewed,us,us
2019-07-06T08:53:31.176Z,-11.0162,113.7339,10,4.7,mb,,118,2.563,0.66,us,us70004ljr,2019-09-26T14:31:06.040Z,"291 km SSW of Jimbaran, Indonesia",earthquake,7.5,1.7,0.106,27,reviewed,us,us
2019-07-02T19:51:46.481Z,-43.6798,123.9065,10,5.6,mww,,41,11.939,0.84,us,us700048vu,2019-09-26T14:30:02.040Z,"south of Australia",earthquake,9.6,1.7,0.069,20,reviewed,us,us
2019-06-23T22:26:59.928Z,-10.4999,113.6549,10,4.6,mb,,57,2.075,0.86,us,us700048r4,2019-09-11T15:19:38.040Z,"239 km SSW of Gambiran Satu, Indonesia",earthquake,8.5,1.9,0.126,19,reviewed,us,us
2019-06-22T16:20:56.521Z,-10.5614,151.5815,10,4.4,mb,,176,4.504,0.96,us,us700046tl,2019-09-11T15:19:31.040Z,"100 km E of Samarai, Papua New Guinea",earthquake,9.7,1.8,0.179,9,reviewed,us,us
2019-06-20T14:30:06.493Z,-33.3459,119.5242,10,4.2,mb,,102,1.962,1.17,us,us600043pw,2019-09-11T15:19:20.040Z,"186 km ENE of Katanning, Australia",earthquake,5.8,1.9,0.152,12,reviewed,us,us
2019-06-16T20:13:56.945Z,-10.3659,120.0323,44.97,5,mb,,88,2.772,1.16,us,us600041fz,2019-09-06T14:25:15.040Z,"82 km SSW of Waingapu, Indonesia",earthquake,7.3,6,0.087,42,reviewed,us,us
2019-06-15T02:59:40.927Z,-21.4085,121.0848,15.69,4.4,mb,,79,1.165,1.1,us,us6000411a,2019-09-06T14:25:07.040Z,"113 km ENE of Nullagine, Australia",earthquake,4.9,5.3,0.22,6,reviewed,us,us
2019-06-14T06:54:56.986Z,-11.1731,118.4592,10,5.1,mww,,55,4.496,0.73,us,us600040mn,2019-09-06T14:25:04.040Z,"259 km SW of Waingapu, Indonesia",earthquake,6.7,1.8,0.066,22,reviewed,us,us
2019-06-09T09:47:42.337Z,-11.5287,115.6675,10,4.9,mb,,101,3.385,0.48,us,us70003xf2,2019-08-27T17:47:59.040Z,"south of Bali, Indonesia",earthquake,6.2,1.8,0.087,41,reviewed,us,us
2019-06-05T05:57:48.190Z,-10.6065,123.5877,10,4.2,mb,,146,1.078,1.03,us,us70003yjj,2019-08-27T17:47:33.040Z,"48 km S of Kupang, Indonesia",earthquake,5.1,2,0.304,3,reviewed,us,us
2019-06-04T15:43:24.031Z,-10.4492,123.6176,10,4.6,mb,,82,0.94,0.99,us,us70003yhp,2019-08-27T17:47:29.040Z,"30 km S of Kupang, Indonesia",earthquake,6.4,1.9,0.222,6,reviewed,us,us
2019-05-30T07:38:55.244Z,-21.2953,132.0098,10,4.4,mb,,67,2.563,1.35,us,us70003t2c,2019-08-24T21:17:36.040Z,"291 km SW of Tennant Creek, Australia",earthquake,6.9,1.4,0.144,14,reviewed,us,us
2019-05-30T02:26:52.595Z,-21.3078,132.0076,10,4.9,mww,,40,2.593,0.65,us,us70003t0e,2019-08-24T21:17:35.040Z,"292 km SW of Tennant Creek, Australia",earthquake,6.5,1.7,0.083,14,reviewed,us,us
2019-05-26T21:31:25.632Z,-10.661,124.6844,10,4.5,mb,,127,0.989,0.85,us,us70003v9w,2019-08-13T14:30:51.040Z,"98 km SSE of Soe, Indonesia",earthquake,5.3,2,0.22,6,reviewed,us,us
2019-05-24T21:52:15.490Z,-11.2547,112.2516,10,4.5,mb,,105,3.341,0.92,us,us70003ts0,2019-08-13T14:30:50.040Z,"south of Java, Indonesia",earthquake,5.3,1.9,0.204,7,reviewed,us,us
2019-05-24T10:54:19.464Z,-10.5791,113.5051,10,4,mb,,160,2.19,0.6,us,us70003trl,2019-08-13T14:30:50.040Z,"251 km SSW of Gambiran Satu, Indonesia",earthquake,7,2,0.231,5,reviewed,us,us
2019-05-24T04:21:32.865Z,-11.1861,124.0718,10,4.4,mb,,96,1.434,1.06,us,us70003trb,2019-08-13T14:30:49.040Z,"123 km SSE of Kupang, Indonesia",earthquake,5.8,1.9,0.178,10,reviewed,us,us
2019-05-19T06:16:06.222Z,-10.292,119.1795,10,4.8,mww,,84,3.436,0.58,us,us70003n65,2019-08-07T22:03:50.040Z,"138 km WSW of Waingapu, Indonesia",earthquake,6.8,1.3,0.086,13,reviewed,us,us
2019-05-07T20:27:05.982Z,-11.4548,117.9266,10,4.2,mb,,98,4.755,1.25,us,us70003m21,2019-08-01T17:15:19.040Z,"south of Sumbawa, Indonesia",earthquake,7.5,2,0.153,12,reviewed,us,us
2019-05-07T06:32:03.713Z,-10.7202,113.6852,10,4.2,mb,,138,2.282,1.4,us,us70003m1h,2019-08-01T17:15:19.040Z,"262 km S of Gambiran Satu, Indonesia",earthquake,4.5,2,0.176,9,reviewed,us,us
2019-04-19T12:29:17.962Z,-11.547,116.3105,10,4.9,mb,,60,3.723,1.15,us,us7000395k,2019-06-26T20:54:55.040Z,"South of Lombok, Indonesia",earthquake,7.8,1.9,0.074,57,reviewed,us,us
2019-04-08T15:39:46.493Z,-10.2387,123.9271,41.37,4.5,mb,,76,0.261,0.5,us,us7000378w,2019-06-18T15:50:54.040Z,"35 km ESE of Kupang, Indonesia",earthquake,5.9,3.4,0.163,11,reviewed,us,us
2019-03-23T20:51:38.651Z,-10.5669,151.8262,10,4.4,mb,,153,4.739,0.66,us,us2000k784,2019-06-06T18:54:20.040Z,"127 km E of Samarai, Papua New Guinea",earthquake,8.5,1.9,0.149,13,reviewed,us,us
2019-03-10T13:51:56.650Z,-10.256,152.2465,10,4.4,mb,,181,6.026,0.48,us,us1000jims,2019-05-24T21:21:42.040Z,"177 km ENE of Samarai, Papua New Guinea",earthquake,12.8,2,0.154,12,reviewed,us,us
2019-03-08T03:48:28.510Z,-11.5525,152.0847,10,4,mb,,197,9.014,0.76,us,us1000jgme,2019-05-24T21:21:40.040Z,"187 km ESE of Samarai, Papua New Guinea",earthquake,13.9,2,0.232,5,reviewed,us,us
2019-03-07T20:40:08.897Z,-17.6837,119.4086,10,4.4,mb,,106,3.47,0.95,us,us1000jgki,2019-05-24T21:21:39.040Z,"298 km W of Cable Beach, Australia",earthquake,9.7,2,0.239,5,reviewed,us,us
2019-03-05T14:55:16.110Z,-14.0443,123.806,10,4.2,mb,,114,4.399,0.76,us,us1000jfjp,2019-05-24T21:21:36.040Z,"northwest of Australia",earthquake,9.6,1.9,0.303,4,reviewed,us,us
2019-02-26T04:18:44.390Z,-11.4299,119.2247,35,4.3,mb,,89,4.063,0.85,us,us2000jnpw,2019-05-14T18:36:30.040Z,"226 km SSW of Waingapu, Indonesia",earthquake,4.4,2,0.142,14,reviewed,us,us
2019-02-20T02:26:54.290Z,-15.5269,129.2734,10,4.3,mb,,141,0.514,0.75,us,us1000j9de,2019-05-11T17:40:30.040Z,"63 km ENE of Kununurra, Australia",earthquake,4.8,2,0.238,5,reviewed,us,us
2019-02-17T09:26:36.710Z,-11.5429,118.8463,10,4.6,mb,,92,4.415,0.61,us,us2000jj3r,2019-05-01T22:00:55.040Z,"259 km SW of Waingapu, Indonesia",earthquake,7.3,1.9,0.101,29,reviewed,us,us
2019-02-16T20:05:03.360Z,-10.2488,119.1295,35,4.1,mb,,84,3.46,0.93,us,us2000jpku,2019-05-01T22:01:14.040Z,"140 km WSW of Waingapu, Indonesia",earthquake,8.1,2,0.212,6,reviewed,us,us
2019-02-11T10:30:02.600Z,-11.3272,118.3186,37.5,4.3,mb,,95,4.696,1.1,us,us2000jg9f,2019-04-25T15:32:07.040Z,"281 km SW of Waingapu, Indonesia",earthquake,8.5,9.6,0.122,19,reviewed,us,us
2019-02-01T08:28:16.760Z,-24.5219,113.0182,10,4.5,mb,,160,2.177,1.14,us,us2000jbqi,2019-04-18T19:09:28.040Z,"75 km WNW of Brockman, Australia",earthquake,6,1.9,0.15,13,reviewed,us,us
2019-01-30T18:52:25.970Z,-11.2267,112.1585,10,4.3,mb,,106,3.37,0.4,us,us2000jhem,2019-04-18T19:09:41.040Z,"south of Java, Indonesia",earthquake,4.9,2,0.238,5,reviewed,us,us
2019-01-30T17:41:44.860Z,-10.2721,118.7875,30.1,4.2,mb,,104,3.772,1.31,us,us2000jhei,2019-04-18T19:09:41.040Z,"175 km WSW of Waingapu, Indonesia",earthquake,8.4,7.5,0.263,4,reviewed,us,us
2019-01-28T12:12:07.340Z,-10.3135,119.1358,10,4.1,mb,,97,3.484,0.81,us,us2000jhbz,2019-04-12T17:17:23.040Z,"143 km WSW of Waingapu, Indonesia",earthquake,7,2,0.165,10,reviewed,us,us
2019-01-23T14:47:55.870Z,-10.3602,118.7175,10,4.5,mb,,93,3.872,1.11,us,us2000je59,2019-04-12T17:16:37.040Z,"186 km WSW of Waingapu, Indonesia",earthquake,6.8,1.9,0.163,11,reviewed,us,us
2019-01-23T12:36:10.230Z,-10.4128,119.0016,10,5,mb,,98,3.647,0.74,us,us2000j7t5,2019-04-12T17:14:19.040Z,"161 km WSW of Waingapu, Indonesia",earthquake,2.7,1.9,0.072,61,reviewed,us,us
2019-01-23T11:39:02.390Z,-10.2981,118.9231,24,5.6,mww,,51,3.663,0.81,us,us2000j7rv,2019-04-12T17:14:15.040Z,"163 km WSW of Waingapu, Indonesia",earthquake,6.7,1.8,0.06,27,reviewed,us,us
2019-01-22T05:34:57.130Z,-10.2889,119.0504,10,4.4,mb,,85,3.547,0.91,us,us2000j742,2019-04-12T17:13:50.040Z,"150 km WSW of Waingapu, Indonesia",earthquake,7,1.9,0.139,15,reviewed,us,us
2019-01-22T05:10:03.480Z,-10.4148,119.0165,24,6.3,mww,,32,3.635,1.33,us,us2000j73a,2019-04-12T17:13:49.040Z,"160 km WSW of Waingapu, Indonesia",earthquake,5.4,1.8,0.046,46,reviewed,us,us
2019-01-22T01:56:57.260Z,-10.3348,119.1155,10,5.1,mb,,65,3.512,1.01,us,us2000j71t,2019-04-12T17:13:46.040Z,"146 km WSW of Waingapu, Indonesia",earthquake,7.4,1.8,0.071,65,reviewed,us,us
2019-01-22T00:56:54.060Z,-10.3487,118.9293,10,4.6,mb,,103,3.68,0.49,us,us2000j71l,2019-04-12T17:13:45.040Z,"165 km WSW of Waingapu, Indonesia",earthquake,7.5,1.9,0.092,35,reviewed,us,us
2019-01-22T00:08:31.770Z,-10.3438,119.1059,10,5,mb,,41,3.524,0.91,us,us2000j70v,2019-04-12T17:13:43.040Z,"147 km WSW of Waingapu, Indonesia",earthquake,7,1.8,0.075,56,reviewed,us,us
2019-01-21T23:59:23.860Z,-10.3278,119.1521,26,6,mww,,41,3.477,1.18,us,us2000j70q,2019-04-05T21:41:02.040Z,"142 km WSW of Waingapu, Indonesia",earthquake,6.2,1.8,0.039,64,reviewed,us,us
2019-01-21T16:04:28.180Z,-11.2509,118.0622,10,4.1,mb,,120,4.741,1.12,us,us2000jdmr,2019-04-05T21:41:05.040Z,"298 km SW of Waingapu, Indonesia",earthquake,6.6,1.9,0.213,6,reviewed,us,us
2019-01-17T02:40:38.900Z,-10.6792,113.417,10,4.2,mb,,141,2.311,0.83,us,us2000jbvd,2019-04-05T21:41:03.040Z,"265 km S of Kencong, Indonesia",earthquake,8,2,0.186,8,reviewed,us,us
2019-01-09T13:30:18.470Z,-11.5614,119.5559,10,4.3,mb,,87,3.927,0.95,us,us2000j8sn,2019-04-02T20:53:22.040Z,"224 km SSW of Waingapu, Indonesia",earthquake,6.4,2,0.218,6,reviewed,us,us
2019-01-03T21:39:25.000Z,-11.2638,113.2485,10,4.3,mb,,100,2.915,0.66,us,us2000j5vp,2019-03-08T17:50:21.040Z,"south of Java, Indonesia",earthquake,8.3,2,0.217,6,reviewed,us,us
2019-01-03T04:49:18.340Z,-11.4695,118.1823,32.59,4.6,mb,,43,4.886,0.89,us,us2000izzq,2019-03-08T17:50:14.040Z,"south of Sumbawa, Indonesia",earthquake,7.1,6.8,0.114,23,reviewed,us,us
2018-12-16T14:26:19.620Z,-23.3226,112.4979,10,5.8,mww,,43,1.737,0.76,us,us2000iu4a,2022-05-03T19:41:53.814Z,"208 km NW of East Carnarvon, Australia",earthquake,6,1.7,0.051,37,reviewed,us,us
2018-11-21T16:12:51.140Z,-11.0765,110.6775,10,4.2,mb,,96,3.147,1.25,us,us1000hxfl,2019-02-02T20:02:31.040Z,"south of Java, Indonesia",earthquake,6.6,1.7,0.136,15,reviewed,us,us
2018-11-21T15:58:50.300Z,-33.2585,136.923,10,4.2,mb,,139,0.852,0.71,us,us1000hxfr,2019-02-02T20:02:31.040Z,"47 km N of Cowell, Australia",earthquake,7.4,1.9,0.215,7,reviewed,us,us
2018-11-08T21:07:01.300Z,-34.3508,116.8388,10,5.2,mww,,61,1.458,0.97,us,us1000hpej,2022-05-03T19:38:11.856Z,"64 km SSW of Kojonup, Australia",earthquake,4.4,1.8,0.089,12,reviewed,us,us
2018-10-28T18:37:22.790Z,-11.186,110.8615,10,4.7,mb,,80,3.269,1.19,us,us1000hi9j,2019-01-10T17:18:41.040Z,"south of Java, Indonesia",earthquake,8,1.7,0.106,27,reviewed,us,us
2018-10-23T23:16:31.030Z,-10.4691,116.8856,10,4.4,mb,,100,3.349,1.28,us,us1000hgc5,2019-01-10T17:18:34.040Z,"206 km SSE of Praya, Indonesia",earthquake,4.5,1.9,0.117,21,reviewed,us,us
2018-10-23T21:35:14.470Z,-10.4668,116.953,10,4.4,mb,,95,3.401,1.2,us,us1000hgai,2019-01-10T17:18:34.040Z,"208 km SSE of Praya, Indonesia",earthquake,6.5,1.9,0.103,27,reviewed,us,us
2018-10-19T09:19:33.550Z,-10.2318,123.7451,10,5.1,mb,,28,0.699,1.09,us,us1000hebj,2018-12-21T22:27:05.040Z,"16 km ESE of Kupang, Indonesia",earthquake,4.6,1.7,0.06,91,reviewed,us,us
2018-10-16T19:01:20.020Z,-11.5645,117.8664,35.84,4.1,mb,,99,4.778,1.14,us,us1000hej6,2018-12-21T22:27:06.040Z,"south of Sumbawa, Indonesia",earthquake,7.9,12.9,0.37,2,reviewed,us,us
2018-10-12T16:31:30.360Z,-34.3495,116.8696,10,4.5,mb,,151,1.451,1.26,us,us1000hb52,2018-12-21T21:15:50.040Z,"63 km SSW of Kojonup, Australia",earthquake,7.9,1.9,0.121,20,reviewed,us,us
2018-10-12T15:27:21.620Z,-11.5324,117.3186,10,4.1,mb,,102,4.357,0.79,us,us1000hb7s,2018-12-21T21:15:51.040Z,"south of Sumbawa, Indonesia",earthquake,7.2,1.9,0.14,14,reviewed,us,us
2018-10-12T07:58:19.010Z,-10.5178,120.1093,10,4.6,mb,,80,2.811,1.23,us,us1000hayw,2018-12-21T21:15:50.040Z,"96 km S of Waingapu, Indonesia",earthquake,6.1,1.9,0.119,21,reviewed,us,us
2018-10-11T12:27:56.760Z,-10.7452,124.288,10,4.2,mb,,119,0.983,1.16,us,us1000hdci,2018-12-21T21:15:54.040Z,"97 km S of Soe, Indonesia",earthquake,7.9,1.9,0.187,8,reviewed,us,us
2018-10-04T04:08:58.440Z,-10.6129,120.3073,35,4.6,mb,,80,2.735,0.67,us,us1000h6tz,2018-12-14T20:32:40.040Z,"105 km S of Waingapu, Indonesia",earthquake,7.5,2,0.096,32,reviewed,us,us
2018-10-03T18:46:39.470Z,-10.674,120.3119,31.19,4.2,mb,,84,2.776,0.63,us,us1000h6ge,2018-12-14T20:32:40.040Z,"112 km S of Waingapu, Indonesia",earthquake,5.7,6.6,0.132,16,reviewed,us,us
2018-10-03T18:29:00.810Z,-10.6081,120.2558,34.02,4.3,mb,,84,2.767,0.73,us,us1000h6g6,2018-12-14T20:32:40.040Z,"105 km S of Waingapu, Indonesia",earthquake,4,6.7,0.125,18,reviewed,us,us
2018-10-03T15:53:29.450Z,-10.4076,120.107,35,4.5,mb,,84,2.741,1,us,us1000h6b5,2018-12-14T20:32:40.040Z,"84 km SSW of Waingapu, Indonesia",earthquake,8,2,0.112,23,reviewed,us,us
2018-10-03T14:46:41.290Z,-10.5736,120.2955,28.74,4.1,mb,,79,2.715,1.34,us,us1000ha0w,2018-12-14T20:32:45.040Z,"101 km S of Waingapu, Indonesia",earthquake,7.5,6.6,0.157,11,reviewed,us,us
2018-10-03T12:50:58.540Z,-10.2398,120.1912,27.7,4.5,mb,,79,2.572,0.45,us,us1000h68z,2018-12-14T20:32:40.040Z,"64 km S of Waingapu, Indonesia",earthquake,8,5.9,0.093,34,reviewed,us,us
2018-10-03T12:38:05.440Z,-10.4304,120.133,16.63,5.2,mww,,65,2.736,0.55,us,us1000h68e,2022-05-03T19:57:24.408Z,"86 km S of Waingapu, Indonesia",earthquake,6.8,4,0.083,14,reviewed,us,us
2018-10-03T12:20:15.540Z,-10.5921,120.4018,11.99,4.2,mb,,79,2.656,0.73,us,us1000ha0l,2018-12-14T20:32:45.040Z,"104 km S of Waingapu, Indonesia",earthquake,7.2,3.5,0.115,21,reviewed,us,us
2018-10-03T11:54:47.040Z,-10.4839,120.2994,10.82,4.7,mb,,68,3.973,0.44,us,us1000ha0h,2018-12-14T20:32:45.040Z,"91 km S of Waingapu, Indonesia",earthquake,7.8,4.6,0.105,29,reviewed,us,us
2018-10-03T11:54:01.580Z,-10.6054,120.306,34.06,4.6,mb,,80,2.731,0.65,us,us1000h67z,2018-12-14T20:32:40.040Z,"105 km S of Waingapu, Indonesia",earthquake,7.4,4.2,0.079,48,reviewed,us,us
2018-10-03T10:06:48.070Z,-10.5039,120.1824,12.79,4.2,mb,,115,2.748,0.7,us,us1000ha0z,2018-12-14T20:32:45.040Z,"94 km S of Waingapu, Indonesia",earthquake,8.5,5.1,0.215,6,reviewed,us,us
2018-10-03T09:58:06.600Z,-10.5463,120.2353,14.96,5.1,mww,,80,2.739,0.69,us,us1000h66t,2022-05-03T19:57:18.232Z,"98 km S of Waingapu, Indonesia",earthquake,4.9,4.3,0.069,20,reviewed,us,us
2018-10-03T09:37:57.330Z,-10.4943,120.1846,20.36,4,mb,,80,2.74,0.91,us,us1000ha0d,2018-12-14T20:32:45.040Z,"93 km S of Waingapu, Indonesia",earthquake,7.9,6.6,0.134,15,reviewed,us,us
2018-10-02T21:20:58.540Z,-10.5666,120.2824,33.98,4.2,mb,,80,2.72,1.05,us,us1000h9gr,2018-12-14T20:32:44.040Z,"100 km S of Waingapu, Indonesia",earthquake,7.8,4.5,0.159,11,reviewed,us,us
2018-10-02T20:42:51.600Z,-10.6265,120.2646,40,4.1,mb,,80,2.774,1.24,us,us1000h9gq,2018-12-14T20:32:44.040Z,"107 km S of Waingapu, Indonesia",earthquake,7.3,9.9,0.185,10,reviewed,us,us
2018-10-02T08:35:17.070Z,-10.5459,120.3699,35,4.3,mb,,93,2.644,0.99,us,us1000h9fl,2018-12-14T20:32:44.040Z,"99 km S of Waingapu, Indonesia",earthquake,6.5,1.9,0.153,12,reviewed,us,us
2018-10-02T07:54:36.810Z,-10.5452,120.2524,35,4.5,mb,,80,2.726,0.96,us,us1000h5j0,2018-12-14T20:32:39.040Z,"98 km S of Waingapu, Indonesia",earthquake,7.4,1.9,0.105,27,reviewed,us,us
2018-10-02T07:27:37.410Z,-10.4126,120.2738,38.97,4,mb,,83,2.621,1.16,us,us1000h9g3,2018-12-14T20:32:44.040Z,"83 km S of Waingapu, Indonesia",earthquake,9.3,3.1,0.164,10,reviewed,us,us
2018-10-02T07:01:09.490Z,-10.5017,120.3077,35,4.8,mb,,79,2.657,0.97,us,us1000h5ih,2022-05-03T19:33:23.166Z,"93 km S of Waingapu, Indonesia",earthquake,6.8,2,0.083,45,reviewed,us,us
2018-10-02T06:09:17.680Z,-10.4909,120.2976,10.91,4.5,mb,,79,2.656,1.02,us,us1000h5i1,2018-12-14T20:32:39.040Z,"92 km S of Waingapu, Indonesia",earthquake,7.8,5.3,0.119,21,reviewed,us,us
2018-10-02T04:49:31.220Z,-10.4716,120.1194,17.58,5.7,mww,,37,2.773,0.97,us,us1000h5h5,2022-05-03T19:33:20.842Z,"91 km S of Waingapu, Indonesia",earthquake,6.1,3,0.052,36,reviewed,us,us
2018-10-02T04:11:47.360Z,-10.5131,120.267,26.67,4.4,mb,,83,2.693,0.91,us,us1000h5gv,2018-12-14T20:32:39.040Z,"94 km S of Waingapu, Indonesia",earthquake,7.9,5.3,0.105,26,reviewed,us,us
2018-10-02T03:26:01.100Z,-10.5837,120.1908,23.45,4.4,mb,,74,2.796,0.86,us,us1000h9f2,2018-12-14T20:32:44.040Z,"102 km S of Waingapu, Indonesia",earthquake,7.8,2.3,0.13,17,reviewed,us,us
2018-10-02T02:21:54.240Z,-10.5606,120.2838,37.65,4.6,mb,,65,2.714,0.7,us,us1000h5fs,2018-12-14T20:32:39.040Z,"100 km S of Waingapu, Indonesia",earthquake,3.8,7.9,0.093,35,reviewed,us,us
2018-10-02T01:08:23.700Z,-10.9146,120.6155,35,4,mb,,98,2.772,0.89,us,us1000h9ff,2018-12-14T20:32:44.040Z,"144 km SSE of Waingapu, Indonesia",earthquake,6.7,2,0.15,12,reviewed,us,us
2018-10-02T00:37:45.990Z,-10.4476,120.1729,35,4,mb,,151,2.718,1.35,us,us1000h9er,2018-12-14T20:32:44.040Z,"88 km S of Waingapu, Indonesia",earthquake,7.5,2,0.212,6,reviewed,us,us
2018-10-02T00:16:45.690Z,-10.4747,120.1428,26,5.9,mww,,20,2.758,1.1,us,us1000hf6g,2022-05-03T20:01:06.304Z,"91 km S of Waingapu, Indonesia",earthquake,6.5,1.7,0.069,20,reviewed,us,us
2018-10-01T23:59:42.740Z,-10.5585,120.2424,29,6,mww,,19,2.742,1.32,us,us1000h5eg,2022-05-03T19:33:19.640Z,"99 km S of Waingapu, Indonesia",earthquake,5.3,1.9,0.047,44,reviewed,us,us
2018-10-01T23:27:03.780Z,-10.4403,120.2001,10.18,4.9,mww,,49,2.693,0.83,us,us1000h5e3,2022-05-03T19:33:18.405Z,"86 km S of Waingapu, Indonesia",earthquake,6.7,1.3,0.086,13,reviewed,us,us
2018-10-01T23:12:02.340Z,-10.5005,120.1704,10,5,mww,,46,2.754,1.05,us,us1000h5du,2022-05-03T19:33:13.267Z,"93 km S of Waingapu, Indonesia",earthquake,6.1,1.8,0.089,12,reviewed,us,us
2018-09-23T02:45:31.820Z,-11.4229,116.1718,10,4.2,mb,,94,3.545,1.14,us,us1000h3tp,2018-11-27T15:51:56.040Z,"298 km S of Lembar, Indonesia",earthquake,7.7,1.9,0.146,13,reviewed,us,us
2018-09-20T17:01:06.050Z,-10.8785,123.9835,10,4.4,mb,,95,1.15,1.14,us,us2000hhpg,2018-11-27T15:52:00.040Z,"88 km SSE of Kupang, Indonesia",earthquake,6.8,1.9,0.149,13,reviewed,us,us
2018-09-19T14:48:16.080Z,-10.6512,124.4356,10,4.5,mb,,115,0.905,1.11,us,us1000h2sn,2018-11-27T15:51:54.040Z,"89 km S of Soe, Indonesia",earthquake,7.2,1.9,0.192,8,reviewed,us,us
2018-09-18T01:52:26.450Z,-10.7435,123.3824,10,4.4,mb,,118,1.312,0.85,us,us2000hjst,2018-11-27T15:52:04.040Z,"67 km SSW of Kupang, Indonesia",earthquake,3.9,1.9,0.17,10,reviewed,us,us
2018-09-17T15:29:07.640Z,-10.4959,123.9199,10,4.6,mb,,81,0.811,0.59,us,us2000hjqt,2018-11-27T15:52:04.040Z,"49 km SE of Kupang, Indonesia",earthquake,4.7,1.9,0.173,10,reviewed,us,us
2018-09-16T04:56:25.520Z,-34.3146,116.759,10,5.3,mww,,42,1.44,1.39,us,us2000hfcw,2022-05-03T19:30:43.798Z,"57 km E of Manjimup, Australia",earthquake,8.8,1.7,0.083,14,reviewed,us,us
2018-09-14T21:51:47.260Z,-32.3666,150.801,10,3.9,mb,,186,2.067,0.39,us,us2000hg1x,2022-08-08T08:20:40.602Z,"10 km ENE of Denman, Australia",earthquake,10.1,2,0.258,4,reviewed,us,us
2018-09-11T15:33:49.450Z,-10.6495,121.6211,10,4.3,mb,,172,2.091,0.64,us,us2000hh6k,2018-11-21T18:19:14.040Z,"184 km SE of Waingapu, Indonesia",earthquake,7.5,2,0.187,8,reviewed,us,us
2018-09-10T21:55:19.750Z,-12.8312,122.6771,10,4.5,mb,,73,3.431,1.03,us,us2000hc5a,2018-11-21T18:19:08.040Z,"south of Timor",earthquake,7.3,1.9,0.156,12,reviewed,us,us
2018-09-01T01:07:59.120Z,-10.7558,124.3621,10,4,mb,,112,0.998,1.23,us,us2000hafw,2018-11-07T18:37:12.040Z,"99 km S of Soe, Indonesia",earthquake,7.1,2,0.26,4,reviewed,us,us
