time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-06-15T07:24:33.200Z,-11.4811,116.2994,24.18,4.2,mb,,105,6.707,0.94,us,us200065rb,2016-08-25T01:22:57.040Z,"South of Lombok, Indonesia",earthquake,6.5,5.3,0.122,19,reviewed,us,us
2016-06-15T02:10:54.320Z,-11.3901,116.2796,30.24,4.7,mb,,46,6.474,1.42,us,us200064gy,2016-08-25T01:22:57.040Z,"295 km S of Lembar, Indonesia",earthquake,7.9,4.1,0.083,44,reviewed,us,us
2016-06-09T07:23:47.170Z,-10.5345,119.1232,37.56,4.9,mb,,86,3.604,0.94,us,us2000630w,2022-08-03T01:17:19.900Z,"158 km SW of Waingapu, Indonesia",earthquake,6.5,6.6,0.074,57,reviewed,us,us
2016-06-09T06:50:01.100Z,-10.6083,119.1079,44.06,4.7,mb,,79,3.656,0.77,us,us2000630t,2016-08-18T00:36:36.040Z,"164 km SW of Waingapu, Indonesia",earthquake,7.8,7.3,0.079,49,reviewed,us,us
2016-06-09T04:13:08.130Z,-11.2487,116.2669,19,6.1,mww,,27,3.459,0.76,us,us200062zs,2022-05-03T19:28:16.496Z,"279 km S of Lembar, Indonesia",earthquake,6.6,1.7,,,reviewed,us,us
2016-06-08T02:01:09.000Z,-32.337,122.386,0,4.2,mb,,,,1.72,us,us200062pn,2016-08-18T00:36:34.040Z,"142 km SSE of Kambalda East, Australia",earthquake,8.7,1.9,0.158,11,reviewed,aust,us
2016-06-01T13:00:47.000Z,-32.457,122.481,0,3.9,mb,,,,1.46,us,us200062k6,2016-08-10T22:30:31.040Z,"158 km SSE of Kambalda East, Australia",earthquake,10.1,2,0.194,7,reviewed,aust,us
2016-05-28T16:38:44.000Z,-32.285,122.396,15,4.9,mb,,,,1.5,us,us20005yv7,2022-05-03T17:49:06.360Z,"138 km SSE of Kambalda East, Australia",earthquake,5,4.9,0.108,27,reviewed,aust,us
2016-05-28T15:30:27.000Z,-32.285,122.396,6,4.8,mb,,,,1.35,us,us20005yus,2022-08-03T00:08:46.541Z,"138 km SSE of Kambalda East, Australia",earthquake,8.1,5,0.111,25,reviewed,aust,us
2016-05-21T11:08:31.000Z,-25.512,129.894,0,4.1,mb,,,,1.95,us,us20005yh7,2016-08-03T22:33:40.040Z,"114 km WSW of Yulara, Australia",earthquake,6.1,1.9,0.185,8,reviewed,aust,us
2016-05-21T09:08:34.000Z,-25.519,129.891,0,4.2,mb,,,,0.97,us,us10005j49,2016-08-03T22:33:40.040Z,"114 km WSW of Yulara, Australia",earthquake,5.8,1.9,0.186,8,reviewed,aust,us
2016-05-21T08:46:44.620Z,-25.5802,129.8082,10,4.4,mb,,95,4.186,0.64,us,us20005yh5,2016-08-03T22:33:40.040Z,"124 km WSW of Yulara, Australia",earthquake,6.5,1.9,0.189,8,reviewed,us,us
2016-05-21T08:46:18.000Z,-25.601,129.837,0,4.4,mb,,,,1.15,us,us10005j44,2016-08-03T22:33:40.040Z,"122 km WSW of Yulara, Australia",earthquake,6.5,1.9,0.155,12,reviewed,aust,us
2016-05-21T07:12:31.000Z,-25.532,129.838,0,4.2,mb,,,,1.05,us,us10005j3t,2016-08-03T22:33:40.040Z,"120 km WSW of Yulara, Australia",earthquake,8.1,1.9,0.187,8,reviewed,aust,us
2016-05-20T19:06:09.000Z,-25.574,129.812,0,4.2,mb,,,,2.12,us,us20005y4t,2016-08-03T22:33:39.040Z,"124 km WSW of Yulara, Australia",earthquake,8.2,5.4,0.2,7,reviewed,aust,us
2016-05-20T18:14:04.670Z,-25.5655,129.8841,10,6,mww,,24,1.53,1.33,us,us10005iyk,2022-08-02T23:18:00.574Z,"116 km WSW of Yulara, Australia",earthquake,2.2,1.7,,,reviewed,us,us
2016-05-16T20:13:20.000Z,-22.904,128.602,10,4.2,mb,,,,1.44,us,us10005hsh,2016-07-22T19:39:09.040Z,"Western Australia",earthquake,4.9,5.5,0.235,5,reviewed,aust,us
2016-05-16T03:33:57.510Z,-10.5719,113.1893,11.67,4.1,mb,,84,2.294,1.08,us,us10005jkc,2016-07-22T19:39:08.040Z,"253 km S of Kencong, Indonesia",earthquake,8.4,5.6,0.145,13,reviewed,us,us
2016-05-12T18:23:51.530Z,-11.2179,117.0314,10,4.9,mb,,42,3.937,1.02,us,us10005gva,2016-07-20T18:10:54.040Z,"290 km SSE of Praya, Indonesia",earthquake,6.5,1.6,0.074,57,reviewed,us,us
2016-05-10T09:44:38.250Z,-16.3853,118.8669,10,5,mb,,83,4.818,0.81,us,us10005g9r,2016-07-20T18:10:51.040Z,"northwest of Australia",earthquake,7.7,1.8,0.081,48,reviewed,us,us
2016-05-04T22:17:54.920Z,-10.4346,123.989,10,4.4,mb,,150,0.392,0.52,us,us10005gt3,2016-07-19T20:03:13.040Z,"51 km SE of Kupang, Indonesia",earthquake,7.8,1.7,0.179,9,reviewed,us,us
2016-05-02T19:08:46.950Z,-10.5554,152.3694,10,4.1,mb,,98,5.257,0.72,us,us10005gin,2016-07-19T20:03:10.040Z,"186 km E of Samarai, Papua New Guinea",earthquake,5.2,1.9,0.145,13,reviewed,us,us
2016-05-02T07:13:48.790Z,-10.8578,112.0594,10,4.1,mb,,103,3.144,1.24,us,us10005ghw,2016-07-19T20:03:09.040Z,"south of Java, Indonesia",earthquake,8.7,2,0.165,10,reviewed,us,us
2016-04-28T16:52:44.000Z,-19.77,133.888,10,4.4,mb,,,,1.92,us,us10005c6s,2016-07-08T02:49:27.040Z,"34 km WSW of Tennant Creek, Australia",earthquake,4.4,4.8,0.126,19,reviewed,aust,us
2016-04-22T18:28:10.870Z,-11.8559,124.367,46.13,4.1,mb,,82,1.778,1.35,us,us20005kyb,2016-07-08T02:49:18.040Z,"204 km SSE of Kupang, Indonesia",earthquake,6.9,6.7,0.14,15,reviewed,us,us
2016-03-28T17:26:53.660Z,-10.6465,152.6415,28.11,4.3,mb,,99,5.538,0.8,us,us20005dy7,2016-06-10T23:32:55.040Z,"216 km E of Samarai, Papua New Guinea",earthquake,11.8,5.8,0.238,5,reviewed,us,us
2016-03-16T13:11:27.040Z,-11.9366,118.3702,10,4.9,mb,,69,5.024,0.8,us,us20005a5q,2016-05-21T00:05:33.040Z,"south of Sumbawa, Indonesia",earthquake,7.4,1.9,0.145,15,reviewed,us,us
2016-02-16T21:29:38.800Z,-10.4684,111.3514,10,4.6,mb,,102,2.668,0.64,us,us200050n4,2016-04-26T23:28:24.040Z,"266 km SSW of Boyolangu, Indonesia",earthquake,7.8,1.9,0.107,26,reviewed,us,us
2016-02-11T00:05:43.560Z,-10.24,119.1624,35.59,4.6,mb,,79,3.427,0.85,us,us20004zen,2016-04-19T01:33:29.040Z,"136 km WSW of Waingapu, Indonesia",earthquake,7.5,7.4,0.094,34,reviewed,us,us
2016-02-07T03:21:55.120Z,-11.655,116.7716,29.04,4.3,mb,,63,4.082,1.22,us,us20004zbj,2016-04-19T01:33:22.040Z,"South of Lombok, Indonesia",earthquake,9.1,5.5,0.178,9,reviewed,us,us
2016-01-30T16:22:17.670Z,-11.4004,112.5354,35.47,4.4,mb,,97,3.318,1.29,us,us20004w1x,2016-04-14T22:51:36.040Z,"south of Java, Indonesia",earthquake,8.2,6.8,0.112,23,reviewed,us,us
2016-01-26T21:59:56.260Z,-10.3314,119.4196,19.68,5.2,mb,,40,3.25,1.11,us,us20004uv8,2016-11-10T22:10:11.795Z,"118 km SW of Waingapu, Indonesia",earthquake,6.4,3.3,0.061,88,reviewed,us,us
2016-01-25T11:03:21.610Z,-10.3125,117.4481,56.53,4.2,mb,,93,3.732,0.6,us,us20004vjv,2016-04-08T23:06:14.040Z,"201 km S of Sumbawa Besar, Indonesia",earthquake,7.9,6,0.159,11,reviewed,us,us
2016-01-18T03:44:33.890Z,-10.298,123.6315,10,3.8,mb,,175,0.096,1.4,us,us10004fx7,2016-04-06T17:30:25.040Z,"14 km S of Kupang, Indonesia",earthquake,5.2,1.9,0.254,4,reviewed,us,us
2016-01-07T22:08:26.860Z,-10.762,124.7211,15.07,4.4,mb,,129,1.095,0.7,us,us10004e5n,2016-03-28T22:09:45.040Z,"110 km SSE of Soe, Indonesia",earthquake,10.6,6.8,0.202,7,reviewed,us,us
2015-12-29T11:29:25.960Z,-11.6276,118.8954,31.72,4.5,mb,,92,4.434,0.63,us,us10004brd,2016-03-18T01:13:06.040Z,"264 km SW of Waingapu, Indonesia",earthquake,8.5,6.4,0.135,16,reviewed,us,us
2015-12-25T18:40:07.390Z,-25.5522,154.145,15.31,4.2,mb,,186,2.775,0.61,us,us10004baa,2016-03-18T01:13:01.040Z,"112 km ENE of Rainbow Beach, Australia",earthquake,8.6,5.3,0.176,9,reviewed,us,us
2015-12-17T05:11:45.030Z,-11.6136,121.3035,11.16,4.3,mb,,83,3.098,0.77,us,us100047uu,2016-03-12T02:29:14.040Z,"244 km SSE of Waingapu, Indonesia",earthquake,6.7,4.9,0.142,14,reviewed,us,us
2015-12-10T05:20:51.820Z,-11.1395,119.0093,25.75,4.2,mb,,69,4.038,0.91,us,us20004g2k,2016-03-05T01:42:00.040Z,"213 km SW of Waingapu, Indonesia",earthquake,5.8,5.4,0.118,20,reviewed,us,us
2015-12-06T20:54:39.970Z,-11.7008,117.4716,30.5,4.6,mb,,103,4.581,0.75,us,us100044hf,2016-03-02T03:36:35.040Z,"south of Sumbawa, Indonesia",earthquake,8.5,6.7,0.106,27,reviewed,us,us
2015-11-15T04:51:13.570Z,-10.3648,124.0569,28.53,4.5,mb,,84,0.64,0.61,us,us10003zbb,2016-02-13T02:08:22.040Z,"53 km ESE of Kupang, Indonesia",earthquake,8,1.7,0.121,20,reviewed,us,us
2015-11-03T01:07:44.000Z,-19.784,133.938,11,4.3,mb,,,,0.68,us,us200041hc,2016-01-30T02:11:04.040Z,"30 km WSW of Tennant Creek, Australia",earthquake,3.5,5.1,0.16,11,reviewed,aust,us
2015-10-29T19:42:15.990Z,-10.7451,111.9521,33.83,4,mb,,183,3.133,0.8,us,us200041c4,2016-01-30T02:10:55.040Z,"290 km S of Boyolangu, Indonesia",earthquake,10.7,4.7,0.163,10,reviewed,us,us
2015-10-22T20:45:15.480Z,-25.4034,154.203,10,4.2,mb,,194,2.823,0.91,us,us2000404r,2016-01-22T23:41:10.040Z,"124 km ENE of Rainbow Beach, Australia",earthquake,6.6,1.9,0.167,10,reviewed,us,us
2015-10-21T07:15:32.060Z,-11.4312,118.6005,20.03,4,mb,,93,4.532,1.43,us,us10003rx8,2016-01-15T20:51:32.040Z,"267 km SW of Waingapu, Indonesia",earthquake,6.4,3.5,0.144,13,reviewed,us,us
2015-10-16T09:03:19.740Z,-11.549,118.2217,35.01,4.5,mb,,96,4.9,0.97,us,us10003p46,2016-01-15T20:50:47.040Z,"south of Sumbawa, Indonesia",earthquake,6.7,9.5,0.124,19,reviewed,us,us
2015-10-13T06:54:57.640Z,-22.5819,120.8975,11.25,4.3,mb,,55,1.4,1.05,us,us10003n84,2016-01-11T21:07:24.040Z,"111 km SE of Nullagine, Australia",earthquake,6.1,5.6,0.168,10,reviewed,us,us
2015-10-07T20:30:12.490Z,-17.1882,121.8921,10,4.5,mb,,71,3.686,0.87,us,us10003l09,2016-01-04T22:29:35.040Z,"87 km NNW of Bilingurr, Australia",earthquake,6.9,1.2,0.131,17,reviewed,us,us
2015-09-22T03:50:17.670Z,-10.762,112.2797,33.24,4.2,mb,,101,2.931,0.92,us,us10003lc2,2015-12-21T23:16:31.040Z,"286 km S of Dampit, Indonesia",earthquake,6.9,3.8,0.187,8,reviewed,us,us
2015-09-17T02:44:55.000Z,-39.839,142.419,10,4.8,mb,,,,1.09,us,us20003kdr,2015-12-21T23:16:12.040Z,"123 km W of Currie, Australia",earthquake,7.5,4.6,0.148,14,reviewed,aust,us
2015-09-11T19:02:22.300Z,-11.5235,119.2019,27.59,4.4,mb,,89,5.28,1.48,us,us20003n0m,2015-12-12T00:42:46.040Z,"236 km SSW of Waingapu, Indonesia",earthquake,8.9,7.8,0.204,7,reviewed,us,us
2015-09-04T17:48:48.360Z,-11.328,112.617,39.5,4.3,mb,,104,3.217,1.48,us,us20003k0p,2015-12-05T01:40:26.040Z,"south of Java, Indonesia",earthquake,9.6,9.5,0.265,4,reviewed,us,us
2015-08-29T20:02:26.650Z,-10.8411,116.3414,34.44,5.1,mb,,46,3.195,1.14,us,us1000360t,2022-08-07T08:12:20.960Z,"235 km S of Lembar, Indonesia",earthquake,6.7,3.7,0.06,92,reviewed,us,us
2015-08-27T16:08:17.770Z,-11.1357,110.1524,13.96,4.2,mb,,114,3.223,1.19,us,us20003hrf,2015-12-01T00:35:59.040Z,"south of Java, Indonesia",earthquake,8.5,4.7,0.128,19,reviewed,us,us
2015-08-14T01:06:55.340Z,-25.4498,154.3241,10,4.3,mb,,73,2.933,1.07,us,us100036b0,2015-11-17T00:13:26.040Z,"133 km ENE of Rainbow Beach, Australia",earthquake,9.4,1.8,0.147,13,reviewed,us,us
2015-08-01T04:46:24.830Z,-25.4093,154.1987,10,5.2,mb,,31,2.819,0.98,us,us10002x2n,2022-08-07T08:09:03.964Z,"123 km ENE of Rainbow Beach, Australia",earthquake,7.3,1.7,0.08,60,reviewed,us,us
2015-08-01T03:38:44.590Z,-25.343,154.3348,9,5.4,mww,,18,2.943,0.87,us,us10002x1x,2019-12-20T10:43:29.745Z,"139 km ENE of Rainbow Beach, Australia",earthquake,7,1.7,,,reviewed,us,us
2015-07-29T23:41:40.420Z,-25.3727,154.2281,9,5.5,mww,,21,2.846,0.71,us,us10002w8v,2022-05-03T19:03:57.290Z,"128 km ENE of Rainbow Beach, Australia",earthquake,7.1,1.7,,,reviewed,us,us
2015-07-26T10:16:53.970Z,-10.2464,124.6055,38.87,4.3,mb,,76,0.59,1.01,us,us20003079,2015-10-22T20:05:00.040Z,"55 km SE of Soe, Indonesia",earthquake,7.8,7.7,0.138,15,reviewed,us,us
2015-07-25T18:12:28.470Z,-10.9286,114.7803,11.45,4.1,mb,,123,2.52,1.45,us,us100031yw,2015-10-22T20:04:59.040Z,"south of Bali, Indonesia",earthquake,7.4,5.3,0.157,11,reviewed,us,us
2015-07-20T07:11:26.080Z,-10.301,152.3076,10,4.1,mb,,162,5.15,0.48,us,us100030t4,2015-10-14T21:05:46.040Z,"183 km E of Samarai, Papua New Guinea",earthquake,13.9,1.9,0.157,11,reviewed,us,us
2015-07-14T13:20:50.840Z,-11.114,111.3014,26.82,4.8,mb,,52,3.272,0.75,us,us20002xdn,2015-10-09T20:19:17.040Z,"south of Java, Indonesia",earthquake,5.5,4.6,0.075,56,reviewed,us,us
2015-07-03T17:59:35.120Z,-11.1162,119.4418,21.07,4.1,mb,,86,3.696,1.46,us,us20002yxz,2015-09-30T00:20:54.040Z,"184 km SSW of Waingapu, Indonesia",earthquake,4.8,7.7,0.198,7,reviewed,us,us
2015-07-03T17:46:40.860Z,-10.32,151.8992,35.25,4.3,mb,,67,4.758,0.96,us,us20002yxy,2015-09-30T00:20:54.040Z,"139 km ENE of Samarai, Papua New Guinea",earthquake,9.7,6.5,0.169,12,reviewed,us,us
2015-07-03T15:54:12.900Z,-10.3022,152.0078,30.25,5,mb,,59,4.86,1.02,us,us10002nas,2022-05-03T17:26:45.701Z,"151 km ENE of Samarai, Papua New Guinea",earthquake,6.2,4.7,0.101,31,reviewed,us,us
2015-07-03T15:44:54.730Z,-10.4712,152.164,31.83,4.5,mb,,123,5.042,1.27,us,us20002yy0,2015-09-30T00:20:53.040Z,"165 km E of Samarai, Papua New Guinea",earthquake,9.3,5.4,0.163,11,reviewed,us,us
2015-06-26T04:37:43.810Z,-10.6372,152.372,29.75,4.1,mb,,156,5.277,1.33,us,us20002wkm,2015-09-02T22:37:19.040Z,"187 km E of Samarai, Papua New Guinea",earthquake,10.6,5.6,0.151,12,reviewed,us,us
2015-06-25T15:41:16.410Z,-10.312,152.1337,10,5.4,mwc,,28,4.983,0.9,us,us10002lkf,2022-05-03T18:27:52.408Z,"164 km ENE of Samarai, Papua New Guinea",earthquake,5.3,1.8,,,reviewed,us,gcmt
2015-06-15T15:24:33.920Z,-10.3336,118.5943,40.06,4,mb,,149,3.97,0.88,us,us10002lyc,2015-08-20T00:43:58.040Z,"197 km WSW of Waingapu, Indonesia",earthquake,6.2,10.2,0.196,10,reviewed,us,us
2015-06-13T02:15:59.430Z,-10.3786,123.8659,25.41,4.3,mb,,141,0.262,1.05,us,us20002pkr,2015-08-20T00:43:55.040Z,"36 km SE of Kupang, Indonesia",earthquake,5.5,6.8,0.161,11,reviewed,us,us
2015-06-10T22:01:29.980Z,-10.5215,120.7255,35,5.1,mb,,35,2.394,1.14,us,us20002nts,2022-05-03T17:25:50.012Z,"108 km SSE of Waingapu, Indonesia",earthquake,6.1,1.9,0.067,71,reviewed,us,us
2015-05-16T13:22:38.270Z,-10.6324,115.8979,39.5,4.3,mb,,109,2.753,1.22,us,us100029s6,2015-07-23T01:04:03.040Z,"211 km S of Lembar, Indonesia",earthquake,8.8,6.6,0.142,14,reviewed,us,us
2015-05-12T20:45:26.220Z,-10.3063,119.5586,40.14,4.4,mb,,82,3.12,1.47,us,us20002ess,2015-07-17T07:06:13.040Z,"105 km SW of Waingapu, Indonesia",earthquake,5.5,8.4,0.104,27,reviewed,us,us
2015-05-08T17:25:31.550Z,-10.5961,120.3326,33.18,4.1,mb,,83,2.706,0.82,us,us100029gv,2015-07-17T07:06:00.040Z,"104 km S of Waingapu, Indonesia",earthquake,7.2,7.2,0.165,10,reviewed,us,us
2015-04-27T23:48:14.690Z,-10.7583,120.3345,51.14,4.1,mb,,84,2.822,0.92,us,us20002bwc,2015-07-03T00:23:45.040Z,"122 km S of Waingapu, Indonesia",earthquake,4.9,10.9,0.233,5,reviewed,us,us
2015-04-26T18:15:22.080Z,-10.5898,120.3623,51.18,4.1,mb,,118,2.681,1.35,us,us20002bth,2015-07-03T00:23:43.040Z,"103 km S of Waingapu, Indonesia",earthquake,7.3,11,0.184,8,reviewed,us,us
2015-04-26T10:55:33.080Z,-10.5788,120.3353,35,4.3,mb,,79,2.692,0.69,us,us200029cp,2015-07-03T00:23:42.040Z,"102 km S of Waingapu, Indonesia",earthquake,7.5,2,0.106,26,reviewed,us,us
2015-04-26T10:44:42.490Z,-10.6553,120.4549,35,4.3,mb,,79,2.667,0.66,us,us20002bsw,2015-07-03T00:23:42.040Z,"112 km S of Waingapu, Indonesia",earthquake,5.8,2,0.16,12,reviewed,us,us
2015-04-26T10:38:00.130Z,-10.5892,120.4098,35,5.1,mb,,49,2.648,0.89,us,us200029ci,2015-07-03T00:23:42.040Z,"104 km S of Waingapu, Indonesia",earthquake,3.5,1.8,0.059,98,reviewed,us,us
2015-04-26T10:36:06.600Z,-10.6178,120.2969,35,4.6,mb,,80,2.746,0.51,us,us200029cj,2015-07-03T00:23:42.040Z,"106 km S of Waingapu, Indonesia",earthquake,6.6,2,0.078,54,reviewed,us,us
2015-04-26T10:31:25.820Z,-10.6171,120.4136,35,4.3,mb,,74,2.666,0.4,us,us200029cg,2015-07-03T00:23:42.040Z,"107 km S of Waingapu, Indonesia",earthquake,2.2,1.9,0.099,36,reviewed,us,us
2015-04-26T10:22:58.420Z,-10.6183,120.3704,53.28,4.2,mb,,79,2.696,0.48,us,us20002bsv,2015-07-03T00:23:42.040Z,"106 km S of Waingapu, Indonesia",earthquake,8.5,8.1,0.128,20,reviewed,us,us
2015-04-10T03:12:22.990Z,-10.4897,123.9385,44.01,4.5,mb,,65,0.798,0.75,us,us200025ir,2015-06-22T23:18:55.040Z,"50 km SE of Kupang, Indonesia",earthquake,7.3,3.6,0.132,18,reviewed,us,us
2015-03-06T03:06:52.420Z,-10.6425,121.0083,58.64,4,mb,,98,2.333,0.68,us,us10001l8d,2015-05-28T00:48:34.040Z,"136 km SE of Waingapu, Indonesia",earthquake,9.7,3.4,0.173,10,reviewed,us,us
2015-02-26T00:01:25.530Z,-11.6514,117.6536,10,4,mb,,101,4.677,0.68,us,usc000tulh,2015-05-19T00:28:37.040Z,"south of Sumbawa, Indonesia",earthquake,7.1,1.9,0.183,10,reviewed,us,us
2015-02-22T16:57:54.030Z,-11.4592,118.1508,40.97,4,mb,,54,4.905,1.23,us,usc000tt4y,2015-05-12T20:29:39.040Z,"south of Sumbawa, Indonesia",earthquake,4.6,9.1,0.134,16,reviewed,us,us
2015-02-15T15:57:10.000Z,-25.219,151.374,15,4.9,mb,,,,1.1,us,usb000tpj7,2022-05-03T17:13:25.601Z,"42 km N of Mundubbera, Australia",earthquake,6.1,3.2,0.107,31,reviewed,aust,us
2015-01-23T00:05:46.410Z,-10.63,123.8512,10,4.2,mb,,97,0.459,1.23,us,usc000tkxq,2015-04-24T16:55:53.040Z,"57 km SSE of Kupang, Indonesia",earthquake,5.9,2,0.263,4,reviewed,us,us
2015-01-13T15:06:39.580Z,-10.5391,123.66,22.38,4.4,mb,,71,0.33,1.42,us,usc000timw,2015-04-10T18:56:37.040Z,"41 km S of Kupang, Indonesia",earthquake,5.5,7.4,0.179,10,reviewed,us,us
2015-01-08T05:37:28.090Z,-10.6294,120.4844,40.84,4.1,mb,,79,2.629,1.15,us,usc000thhp,2015-04-10T18:56:33.040Z,"110 km SSE of Waingapu, Indonesia",earthquake,5.4,8.6,0.158,11,reviewed,us,us
2015-01-06T21:04:39.700Z,-10.5845,120.3776,44.72,4.1,mb,,77,2.667,1.29,us,usc000th70,2015-03-27T07:02:20.040Z,"103 km S of Waingapu, Indonesia",earthquake,9.2,11.4,0.197,7,reviewed,us,us
2014-12-09T20:20:23.130Z,-10.8664,123.8749,10,4.7,mb,,45,1.169,1.24,us,usc000t4wz,2015-02-28T02:16:16.040Z,"82 km SSE of Kupang, Indonesia",earthquake,4.6,1.8,0.072,61,reviewed,us,us
2014-12-03T19:05:10.000Z,-38.102,145.442,10,3.6,mb,,,,0.29,us,usc000t3l2,2022-07-27T09:31:38.779Z,"4 km SW of Pakenham, Australia",earthquake,5.1,7.8,0.25,4,reviewed,aust,us
2014-12-01T10:25:16.100Z,-21.6482,131.1734,10,4.5,mb,,58,3.224,1.46,us,usb000t1ig,2015-02-24T00:35:15.040Z,"Northern Territory, Australia",earthquake,4.8,1.9,0.54,3,reviewed,us,us
2014-11-28T09:42:16.250Z,-10.5477,124.4143,35,4.2,mb,,110,0.8,1.41,us,usc000t5yu,2015-02-24T00:35:09.040Z,"77 km S of Soe, Indonesia",earthquake,7,1.9,0.306,3,reviewed,us,us
2014-11-28T03:01:45.000Z,-26.054,112.569,15,4,mb,,,,1.15,us,usc000t5y1,2015-02-24T00:35:08.040Z,"97 km W of Denham, Australia",earthquake,11.2,8.8,0.259,5,reviewed,aust,us
2014-11-25T16:47:51.480Z,-11.5572,117.5099,10,4.3,mb,,71,4.51,0.92,us,usc000t4u5,2015-02-18T03:30:59.040Z,"south of Sumbawa, Indonesia",earthquake,6.9,1.9,0.142,16,reviewed,us,us
2014-11-19T14:08:39.790Z,-10.5064,123.9655,19.29,4.2,mb,,147,0.42,1.2,us,usb000t2hq,2015-02-18T03:30:46.040Z,"54 km SE of Kupang, Indonesia",earthquake,5.2,7.8,0.305,3,reviewed,us,us
2014-11-19T03:07:26.360Z,-10.3785,123.9375,35,4.3,mb,,86,0.699,1.02,us,usc000syrf,2015-02-18T03:30:45.040Z,"42 km ESE of Kupang, Indonesia",earthquake,5.8,2,0.238,6,reviewed,us,us
2014-11-19T02:56:27.130Z,-10.4824,123.8436,24.54,5.2,mb,,79,0.326,1.1,us,usc000syql,2015-02-18T03:30:45.040Z,"43 km SE of Kupang, Indonesia",earthquake,5.2,4.5,0.073,64,reviewed,us,us
2014-11-15T03:34:09.920Z,-10.8616,124.7186,72.38,4.2,mb,,108,1.185,1.19,us,usb000t0px,2015-02-12T01:42:45.040Z,"120 km SSE of Soe, Indonesia",earthquake,7.5,10,0.304,4,reviewed,us,us
2014-11-08T00:01:03.630Z,-11.4907,116.655,30.18,4.7,mb,,61,3.884,1.07,us,usb000sy8r,2015-01-31T02:50:09.040Z,"South of Lombok, Indonesia",earthquake,6.1,5.3,0.174,11,reviewed,us,us
2014-11-06T22:12:27.880Z,-21.7816,122.2952,0,3.4,mb,,126,2.287,0.95,us,usc000syhj,2015-01-31T02:50:05.040Z,"118 km WSW of Telfer, Australia",mining explosion,3.7,2,0.346,2,reviewed,us,us
2014-10-31T19:15:25.000Z,-30.815,121.232,10,4.5,mb,,,,1.99,us,usc000st80,2015-01-20T09:03:06.040Z,"21 km WSW of Somerville, Australia",earthquake,6.6,1.9,0.118,26,reviewed,aust,us
2014-10-30T19:36:03.000Z,-10.3832,123.8659,24.59,4.3,mb,,111,0.265,1.35,us,usc000swia,2015-01-20T09:03:04.040Z,"36 km SE of Kupang, Indonesia",earthquake,5.2,7.6,0.266,5,reviewed,us,us
2014-10-27T03:40:46.550Z,-10.3214,112.8213,34.9,4,mb,,94,2.26,1.16,us,usc000svev,2015-01-17T01:25:40.040Z,"233 km SSW of Kencong, Indonesia",earthquake,8.3,8.1,0.196,8,reviewed,us,us
2014-10-26T23:24:55.960Z,-10.2751,112.8117,47.26,4.5,mb,,88,2.228,1.07,us,usb000sqt4,2015-01-17T01:25:40.040Z,"228 km S of Dampit, Indonesia",earthquake,7.2,7.5,0.087,43,reviewed,us,us
2014-10-26T09:07:24.990Z,-10.3177,112.7863,29.91,4.9,mb,,39,2.277,1.07,us,usb000sqqh,2015-01-17T01:25:39.040Z,"232 km S of Dampit, Indonesia",earthquake,6.5,4,0.077,56,reviewed,us,us
2014-10-26T09:06:05.800Z,-10.3732,112.7722,25.21,4.1,mb,,95,2.33,0.88,us,usc000svdr,2015-01-17T01:25:39.040Z,"239 km S of Dampit, Indonesia",earthquake,8.4,8,0.174,11,reviewed,us,us
2014-10-26T08:56:41.720Z,-10.2403,112.7996,36.09,5,mb,,26,2.207,0.97,us,usb000sqqg,2015-01-17T01:25:39.040Z,"224 km S of Dampit, Indonesia",earthquake,4.6,4.6,0.074,64,reviewed,us,us
2014-10-19T19:21:11.000Z,-10.7669,124.3611,10,4.3,mb,,109,1.009,1.29,us,usb000sp1d,2015-01-15T20:03:34.040Z,"100 km S of Soe, Indonesia",earthquake,7.8,2,0.202,7,reviewed,us,us
2014-10-08T19:22:56.390Z,-10.8836,117.2192,44.26,4,mb,,110,3.859,0.84,us,usb000snhl,2015-01-06T23:49:47.040Z,"262 km SSE of Praya, Indonesia",earthquake,9.4,9.7,0.232,7,reviewed,us,us
2014-10-02T15:52:57.360Z,-10.3478,113.2808,34.82,4.2,mb,,88,2.054,1.07,us,usb000sm0a,2014-12-23T01:41:58.040Z,"228 km S of Kencong, Indonesia",earthquake,8.4,4.9,0.175,11,reviewed,us,us
2014-09-26T15:38:16.000Z,-20.1,119.534,10,4.4,mb,,,,2.49,us,usb000sgcs,2014-12-20T00:53:59.040Z,"99 km ENE of Port Hedland, Australia",earthquake,4.9,1.9,0.202,7,reviewed,aust,us
2014-09-17T21:19:39.210Z,-10.3265,118.9211,30.87,4.5,mb,,84,3.677,0.74,us,usb000sdpx,2014-12-19T00:05:19.040Z,"164 km WSW of Waingapu, Indonesia",earthquake,7.4,5.9,0.095,33,reviewed,us,us
2014-09-02T03:28:24.410Z,-10.3009,118.3475,33.6,4.1,mb,,96,4.179,0.68,us,usb000sbqu,2014-11-29T00:09:24.000Z,"195 km S of Dompu, Indonesia",earthquake,8.3,3.4,0.197,9,reviewed,us,us
2014-09-01T23:01:33.000Z,-19.942,133.872,5,4.3,mb,,,,1.07,us,usc000s8u1,2014-11-29T00:09:24.000Z,"46 km SW of Tennant Creek, Australia",earthquake,4.7,3.4,0.202,8,reviewed,aust,us
